sn1;sn2;nbcar;unemp;ageyngst;hhtype;sn3;sn4;dyear;ddayofwk;working_day;dml1_0;dml1_1;dml1_2;dml1_3;dml1_4;dml1_5;dml1_6;dml1_7;dml1_8;dml1_9a;dml1_9b;dml2_01;a_alone;a_wch9;a_wothh;a_wothp;a_asleep;a_noans;a_totwth;dage;dsex;dethnic;pop_den;numadult;numchild;child;num0_2;num3_4;num5_9;econact;hrs_unpd;hrs_job1;hrs_job2;hrs_tot;nssecb;nssecb_8;nssecb_5;nssecb_3;wtdry_ug;car;health;hiqual4;region;hnumb;selfemp;public;cadre;parttime;shiftwork;flexitime;nethinc;indlabinc
221;216;2;9,8;6;3;1;2;2000;6;1;690;0;0;360;0;290;0;0;0;100;0;490;0;0;340;490;490;120;1440;21;2;0;84,41;2;0;0;0;0;0;1;;12;;12;4,1;2;1;1;0,388042356;1;1;3;10;2;0;1;0;1;1;0;39,20843124;53,11778259
221;227;0;9,8;6;3;1;2;2000;1;5;740;0;0;260;0;70;0;0;360;10;0;540;120;0;20;70;540;690;1440;63;1;0;84,41;2;0;0;0;0;0;3;;;;;12,2;6;5;3;1,139153135;3;3;12;10;2;0;0;0;0;0;0;119,0637741;0
221;261;1;9,8;6;3;1;2;2000;4;0;680;460;0;50;0;70;0;0;140;40;0;370;0;0;30;70;830;510;1440;47;2;0;84,41;3;0;0;0;0;0;1;;60;;60;4,1;2;1;1;1,003905456;1;2;1;10;3;0;1;0;0;0;0;501,9203796;323,3256226
221;261;1;9,8;6;3;2;2;2000;4;0;470;410;0;110;120;0;0;0;290;40;0;390;0;0;170;120;800;350;1440;47;1;0;84,41;3;0;0;0;0;0;1;;57;;57;12,2;6;5;3;1,054118671;1;2;12;10;3;0;1;0;0;0;0;501,9203796;203,2332611
221;272;0;9,8;6;3;1;1;2000;6;0;490;530;0;180;90;30;0;30;30;30;30;310;70;0;300;410;840;60;1680;55;2;0;84,41;2;0;0;0;0;0;1;;25;;25;12,2;6;5;3;0,536838065;1;2;12;10;2;0;0;0;1;0;0;405,4258728;76,21247101
221;272;0;9,8;6;3;1;2;2000;2;0;420;600;0;310;20;10;0;0;40;30;10;300;0;0;350;290;900;190;1730;55;2;0;84,41;2;0;0;0;0;0;1;;25;;25;12,2;6;5;3;1,386219161;1;2;12;10;2;0;0;0;1;0;0;405,4258728;76,21247101
221;272;0;9,8;6;3;2;1;2000;6;1;680;0;0;340;0;120;0;0;100;200;0;420;0;0;790;310;420;0;1520;54;1;0;84,41;2;0;0;0;0;0;1;;37;;37;11,1;5;4;3;0,582194989;1;1;3;10;2;0;0;0;0;1;0;405,4258728;320
221;272;0;9,8;6;3;2;2;2000;2;0;610;440;0;210;0;0;0;0;120;60;0;490;60;0;320;100;930;30;1440;54;1;0;84,41;2;0;0;0;0;0;1;;37;;37;11,1;5;4;3;1,503235505;1;1;3;10;2;0;0;0;0;1;0;405,4258728;320
221;307;1;9,8;1;2;1;1;2000;6;5;680;0;0;330;0;240;0;0;0;190;0;520;120;760;240;190;520;0;1830;23;2;0;84,41;2;1;1;1;0;0;3;;;;;12,4;6;5;3;0,481116432;1;3;12;10;3;0;0;0;0;0;0;296,0005188;0
221;307;1;9,8;1;2;1;2;2000;3;5;600;0;0;630;0;160;0;0;0;50;0;540;150;710;370;200;540;0;1970;23;2;0;84,41;2;1;1;1;0;0;3;;;;;12,4;6;5;3;1,168799515;1;3;12;10;3;0;0;0;0;0;0;296,0005188;0
221;307;1;9,8;1;2;2;1;2000;6;0;450;290;0;0;0;630;0;0;0;70;0;450;0;0;0;230;740;470;1440;28;1;0;84,41;2;1;1;1;0;0;1;;44;120;164;10;5;4;3;0,487931083;1;1;12;10;3;0;0;1;0;0;0;296,0005188;193
221;363;0;9,8;6;3;2;1;2000;4;5;570;0;0;290;0;40;0;0;500;0;40;490;50;0;900;0;490;0;1440;60;1;0;84,41;2;0;0;0;0;0;3;;;;;12,4;6;5;3;1,435841748;4;1;12;10;2;0;0;0;0;0;0;79,27891541;0
221;363;0;9,8;6;3;2;2;2000;7;5;540;0;0;300;0;40;0;0;540;0;20;490;0;0;950;0;490;0;1440;60;1;0;84,41;2;0;0;0;0;0;3;;;;;12,4;6;5;3;0,607890701;4;1;12;10;2;0;0;0;0;0;0;79,27891541;0
221;396;2;9,8;6;3;1;1;2000;7;0;400;370;0;170;0;290;0;0;40;160;10;330;180;0;440;260;700;120;1700;46;1;0;84,41;3;0;0;0;0;0;1;;47;;47;5;2;1;1;0,665368445;1;2;12;10;3;0;0;1;0;1;0;395,7817993;346,4203186
221;396;2;9,8;6;3;1;2;2000;5;0;450;730;0;40;0;0;0;0;80;130;10;400;50;0;130;130;1130;0;1440;46;1;0;84,41;3;0;0;0;0;0;1;;47;;47;5;2;1;1;1,584240694;1;2;12;10;3;0;0;1;0;1;0;395,7817993;346,4203186
222;422;2;3,4;6;3;3;2;2000;1;5;590;280;0;60;0;0;110;230;90;80;0;490;160;0;0;510;770;0;1440;28;1;0;389,52;3;0;0;0;0;0;2;;;;;14,1;8;6;4;1,586769983;1;1;1;9;3;0;0;0;0;0;0;-17,37620735;0
222;444;1;3,4;4;4;1;1;2000;5;5;620;0;0;510;0;10;0;0;220;80;0;400;90;0;750;0;400;130;1880;50;2;0;389,52;2;1;1;0;0;0;3;;;;;4,1;2;1;1;0,656909894;1;2;1;9;3;0;1;0;1;0;0;75,94422913;0
222;444;1;3,4;4;4;1;2;2000;6;5;680;0;0;280;290;40;0;30;60;60;0;440;0;0;950;330;440;50;2670;50;2;0;389,52;2;1;1;0;0;0;3;;;;;4,1;2;1;1;0,271861793;1;2;1;9;3;0;1;0;1;0;0;75,94422913;0
222;444;1;3,4;4;4;2;1;2000;5;5;680;0;0;110;0;20;0;160;430;40;0;590;190;0;590;0;590;70;1850;18;1;0;389,52;2;1;1;0;0;0;3;;;;;15;9;7;5;0,740230312;4;2;3;9;3;0;0;0;0;0;0;75,94422913;0
222;444;1;3,4;4;4;2;2;2000;6;5;500;0;0;10;300;10;0;60;490;70;0;370;80;0;810;140;370;180;2350;18;1;0;389,52;2;1;1;0;0;0;3;;;;;15;9;7;5;0,30639952;4;2;3;9;3;0;0;0;0;0;0;75,94422913;0
222;502;1;3,4;6;3;1;1;2000;3;0;480;500;0;40;0;170;0;20;180;50;0;370;30;0;410;0;870;130;1440;39;1;0;389,52;2;0;0;0;0;0;1;;50;;50;4,2;2;1;1;1,542684772;1;1;4;9;2;0;0;0;0;0;0;-24,63853073;0
222;524;1;3,4;6;1;1;1;2000;7;1;820;100;0;230;0;0;30;20;130;110;0;720;20;0;0;540;820;60;1440;26;2;0;389,52;1;0;0;0;0;0;1;;10;;10;4,1;2;1;1;0,410269664;1;1;1;9;1;0;0;1;0;0;0;409,167572;423,0769348
222;524;1;3,4;6;1;1;2;2000;1;0;610;570;0;80;0;0;0;60;60;60;0;460;120;0;0;290;1030;0;1440;26;2;0;389,52;1;0;0;0;0;0;1;;10;;10;4,1;2;1;1;1,012135085;1;1;1;9;1;0;0;1;0;0;0;409,167572;423,0769348
222;579;2;3,4;6;3;1;1;2000;6;5;610;0;0;240;0;130;120;0;310;30;0;410;290;0;670;100;410;0;1470;64;1;0;389,52;2;0;0;0;0;0;3;;;;;5;2;1;1;0,671405764;1;3;12;9;2;0;0;1;0;0;0;107,9022369;0
222;579;2;3,4;6;3;2;2;2000;2;0;640;430;0;40;0;0;90;0;110;130;0;470;210;0;210;40;900;80;1440;55;2;0;389,52;2;0;0;0;0;0;1;;30;;30;4,1;2;1;1;1,569824573;1;2;2;9;2;0;1;0;0;0;0;107,9022369;0
223;650;1;3,4;6;3;1;1;2000;5;5;680;0;0;400;0;80;0;0;240;40;0;550;130;0;480;60;550;220;1440;65;1;0;14,39;2;0;0;0;0;0;3;;;;;7,4;3;2;2;1,315898591;1;2;12;10;2;0;0;0;0;0;0;226,2108154;0
223;650;1;3,4;6;3;1;2;2000;6;5;570;0;0;230;0;50;0;0;470;120;0;370;70;0;850;60;370;100;1450;65;1;0;14,39;2;0;0;0;0;0;3;;;;;7,4;3;2;2;0,544679162;1;2;12;10;2;0;0;0;0;0;0;226,2108154;0
223;650;1;3,4;6;3;2;1;2000;5;5;660;0;0;530;0;0;0;0;250;0;0;520;40;0;660;0;520;220;1440;58;2;0;14,39;2;0;0;0;0;0;3;;;;;12,6;6;5;3;1,290066434;4;2;12;10;2;0;0;0;0;0;0;226,2108154;0
223;650;1;3,4;6;3;2;2;2000;6;5;570;0;0;400;0;0;0;0;470;0;0;400;10;0;880;0;400;150;1440;58;2;0;14,39;2;0;0;0;0;0;3;;;;;12,6;6;5;3;0,533943905;4;2;12;10;2;0;0;0;0;0;0;226,2108154;0
223;707;2;3,4;6;3;1;1;2000;5;5;630;0;0;240;250;80;0;20;160;60;0;560;340;0;250;100;560;190;1440;63;2;0;14,39;2;0;0;0;0;0;3;;;;;6;2;1;1;1,266118259;1;2;2;10;2;0;1;1;0;0;0;330,9895935;0
223;707;2;3,4;6;3;1;2;2000;7;5;680;0;0;330;0;10;0;0;420;0;0;580;60;0;420;10;580;370;1440;63;2;0;14,39;2;0;0;0;0;0;3;;;;;6;2;1;1;0,531768475;1;2;2;10;2;0;1;1;0;0;0;330,9895935;0
223;707;2;3,4;6;3;2;1;2000;5;0;550;330;0;60;0;10;110;70;220;50;40;440;110;0;380;200;770;0;1460;63;1;0;14,39;2;0;0;0;0;0;1;;;;;13,3;7;5;3;1,365742744;1;2;12;10;2;0;0;0;1;0;0;330,9895935;100
223;707;2;3,4;6;3;2;2;2000;7;1;520;0;0;100;0;0;0;260;520;30;10;420;370;0;520;0;420;130;1440;63;1;0;14,39;2;0;0;0;0;0;1;;;;;13,3;7;5;3;0,573552479;1;2;12;10;2;0;0;0;1;0;0;330,9895935;100
223;741;3;3,4;6;3;1;2;2001;1;0;590;550;0;0;0;0;0;150;100;50;0;480;50;0;310;0;1030;50;1440;61;1;0;14,39;2;0;0;0;0;0;1;;58;;58;3,1;1,2;1;1;1,401511643;1;1;2;10;2;0;0;0;0;0;0;604,8790894;346,4203186
223;741;3;3,4;6;3;2;1;2001;6;1;520;0;0;230;0;370;0;0;60;260;0;380;40;0;560;480;380;0;1460;52;2;0;14,39;2;0;0;0;0;0;1;;42;;42;3,1;1,2;1;1;0,506401245;1;1;3;10;2;0;0;1;0;0;0;604,8790894;254,0415649
223;752;1;3,4;3;2;1;1;2000;5;0;460;730;0;10;0;90;0;0;120;30;0;410;10;30;30;90;1140;170;1500;50;1;0;14,39;2;3;1;0;0;1;1;;;;;9,2;4;3;2;0,860139482;1;2;12;10;5;1;0;0;0;0;0;121,9843445;0,230946884
223;752;1;3,4;3;2;1;2;2000;6;0;500;670;0;10;0;80;0;0;180;0;0;410;0;150;310;0;1080;50;1740;50;1;0;14,39;2;3;1;0;0;1;1;;;;;9,2;4;3;2;0,356050074;1;2;12;10;5;1;0;0;0;0;0;121,9843445;0,230946884
223;752;1;3,4;3;2;2;1;2000;5;5;560;0;0;680;0;20;0;50;80;20;30;450;400;590;320;0;450;0;2320;42;2;0;14,39;2;3;1;0;0;1;3;;;;;14,1;8;6;4;0,787220771;1;2;12;10;5;0;0;0;0;0;0;121,9843445;0
223;752;1;3,4;3;2;2;2;2000;6;5;680;0;0;650;0;30;0;0;70;0;10;560;0;640;340;0;560;0;2420;42;2;0;14,39;2;3;1;0;0;1;3;;;;;14,1;8;6;4;0,325809102;1;2;12;10;5;0;0;0;0;0;0;121,9843445;0
223;763;1;3,4;3;2;1;1;2000;7;1;670;0;0;140;130;240;0;0;110;60;90;550;0;40;80;10;550;800;1530;45;2;0;14,39;2;2;1;0;0;1;1;;20;;20;12,2;6;5;3;0,353124975;1;1;12;10;4;0;1;0;1;0;0;313,7836609;64
223;763;1;3,4;3;2;1;2;2000;2;0;540;210;0;420;70;0;0;0;50;120;30;440;90;100;50;80;650;470;1520;45;2;0;14,39;2;2;1;0;0;1;1;;20;;20;12,2;6;5;3;0,898693224;1;1;12;10;4;0;1;0;1;0;0;313,7836609;64
223;763;1;3,4;3;2;2;1;2000;7;1;750;0;0;40;0;0;210;0;240;30;170;670;0;30;30;10;670;720;1490;47;1;0;14,39;2;2;1;0;0;1;1;;38;;38;11,2;5;4;3;;1;2;12;10;4;0;0;0;0;0;1;313,7836609;200
223;763;1;3,4;3;2;2;2;2000;2;0;530;430;0;230;0;0;0;0;200;50;0;440;10;20;20;0;870;540;1480;47;1;0;14,39;2;2;1;0;0;1;1;;38;;38;11,2;5;4;3;0,948988474;1;2;12;10;4;0;0;0;0;0;1;313,7836609;200
224;15;1;3,3;6;3;1;1;2000;3;5;740;150;0;290;0;40;0;70;80;10;60;650;230;0;10;240;800;160;1440;61;2;0;1207,26;2;0;0;0;0;0;3;;;;;5;2;1;1;1,203937511;1;3;6;9;2;0;0;1;1;0;0;84,14594269;0
224;15;1;3,3;6;3;1;2;2000;6;5;810;0;0;130;130;150;0;0;110;100;10;590;130;0;450;20;590;250;1440;61;2;0;1207,26;2;0;0;0;0;0;3;;;;;5;2;1;1;0,495560673;1;3;6;9;2;0;0;1;1;0;0;84,14594269;0
224;15;1;3,3;6;3;2;1;2000;3;0;810;360;0;50;0;0;0;40;50;110;20;530;340;0;180;30;890;0;1440;60;1;0;1207,26;2;0;0;0;0;0;1;;15;;;12,6;6;5;3;1,298613953;1;2;2;9;2;0;0;0;1;0;0;84,14594269;0
224;15;1;3,3;6;3;2;2;2000;6;1;720;30;0;180;210;30;0;0;190;60;20;460;280;0;660;10;490;0;1440;60;1;0;1207,26;2;0;0;0;0;0;1;;15;;;12,6;6;5;3;0,534560215;1;2;2;9;2;0;0;0;1;0;0;84,14594269;0
224;37;1;3,3;6;3;1;2;2000;1;5;590;0;0;540;0;80;0;0;200;10;20;440;580;0;180;150;440;90;1440;30;2;0;1207,26;2;0;0;0;0;0;3;;;;;12,5;6;5;3;0,997512562;1;3;3;9;2;0;0;0;0;0;0;146,6457672;0
224;71;1;3,3;1;2;1;1;2001;4;5;680;0;0;310;200;100;20;30;80;20;0;570;120;460;380;290;570;0;1960;39;2;0;1207,26;2;2;1;1;0;0;3;;;;;14,1;8;6;4;1,275688796;4;5;12;9;4;0;0;0;0;0;0;45,73101425;0
224;71;1;3,3;1;2;1;2;2001;7;5;780;0;0;430;0;0;20;0;210;0;0;740;0;590;700;0;740;0;2480;39;2;0;1207,26;2;2;1;1;0;0;3;;;;;14,1;8;6;4;0,540153906;4;5;12;9;4;0;0;0;0;0;0;45,73101425;0
224;71;1;3,3;1;2;2;1;2001;4;5;520;0;0;290;0;110;30;0;270;10;210;430;0;820;520;180;430;0;2330;38;1;0;1207,26;2;2;1;1;0;0;2;;;;;13,1;7;5;3;;1;2;4;9;4;0;0;0;1;0;0;45,73101425;0
224;71;1;3,3;1;2;2;2;2001;7;5;540;0;0;80;0;100;60;120;510;30;0;480;0;680;900;60;480;0;2800;38;1;0;1207,26;2;2;1;1;0;0;2;;;;;13,1;7;5;3;0,579579016;1;2;4;9;4;0;0;0;1;0;0;45,73101425;0
224;139;1;3,3;4;2;1;1;2001;7;0;790;0;0;340;0;70;0;0;40;30;170;640;0;0;680;0;640;70;2120;41;2;0;1207,26;2;1;1;0;0;0;1;;20;;20;7,1;3;2;2;;1;2;4;9;3;0;0;0;1;0;0;699,505127;98
224;139;1;3,3;4;2;1;2;2001;1;0;620;340;0;240;0;0;0;0;130;80;30;520;60;0;230;100;860;120;1760;41;2;0;1207,26;2;1;1;0;0;0;1;;20;;20;7,1;3;2;2;1,094280495;1;2;4;9;3;0;0;0;1;0;0;699,505127;98
224;139;1;3,3;4;2;2;1;2001;7;1;720;0;0;390;0;100;0;0;140;0;90;610;0;0;810;0;610;0;2250;40;1;0;1207,26;2;1;1;0;0;0;1;;;;;13,3;7;5;3;0,502800054;1;2;5;9;3;0;0;0;0;0;0;699,505127;554,1738892
224;139;1;3,3;4;2;2;2;2001;1;0;560;680;0;100;0;0;0;0;90;10;0;480;40;0;240;0;1160;0;1680;40;1;0;1207,26;2;1;1;0;0;0;1;;;;;13,3;7;5;3;1,24061306;1;2;5;9;3;0;0;0;0;0;0;699,505127;554,1738892
224;162;2;3,3;3;2;1;2;2001;2;5;450;480;0;210;0;0;0;0;200;100;0;350;20;30;420;0;830;170;1470;41;1;0;1207,26;2;1;1;0;0;1;3;;;;;4,1;2;1;1;1,549495042;1;2;12;9;3;0;0;1;0;0;0;24,4494133;0
224;162;2;3,3;3;2;2;2;2001;2;5;530;250;0;410;0;30;0;0;70;140;10;410;60;570;350;180;660;0;1820;44;2;0;1207,26;2;1;1;0;0;1;3;;;;;12,2;6;5;3;1,367356657;1;2;3;9;3;0;0;0;1;0;0;24,4494133;0
225;276;2;6,7;6;3;1;1;2000;7;1;720;0;0;360;0;120;90;0;0;80;70;660;0;0;750;30;660;0;1440;28;2;0;659,52;2;0;0;0;0;0;1;;22;;22;13,5;7;5;3;0,599431541;1;4;2;10;2;0;1;0;1;1;0;325,3614807;150
225;276;2;6,7;6;3;1;2;2000;2;0;650;460;0;100;0;170;0;0;0;60;0;520;110;0;270;80;980;0;1440;28;2;0;659,52;2;0;0;0;0;0;1;;22;;22;13,5;7;5;3;1,525529302;1;4;2;10;2;0;1;0;1;1;0;325,3614807;150
225;276;2;6,7;6;3;2;1;2000;7;1;680;0;0;330;0;120;90;0;130;80;10;560;10;0;870;30;560;0;1470;31;1;0;659,52;2;0;0;0;0;0;1;;47;;47;13,3;7;5;3;0,666506455;1;1;4;10;2;0;0;0;0;0;0;325,3614807;200
225;276;2;6,7;6;3;2;2;2000;2;0;560;510;0;100;0;0;0;0;170;100;0;520;0;0;270;40;1030;100;1440;31;1;0;659,52;2;0;0;0;0;0;1;;47;;47;13,3;7;5;3;1,695720005;1;1;4;10;2;0;0;0;0;0;0;325,3614807;200
225;323;1;6,7;6;5;1;1;2000;3;0;630;540;0;160;0;0;0;0;70;40;0;540;90;0;240;0;1080;30;1440;53;2;0;659,52;2;0;0;0;0;0;1;;37;;37;4,1;2;1;1;1,671663124;1;2;2;10;2;0;1;0;0;0;0;193,9428406;207,8521881
225;323;1;6,7;6;5;1;2;2000;6;1;680;0;0;240;100;0;60;0;170;190;0;510;480;0;0;310;510;140;1440;53;2;0;659,52;2;0;0;0;0;0;1;;37;;37;4,1;2;1;1;0,687221699;1;2;2;10;2;0;1;0;0;0;0;193,9428406;207,8521881
225;334;2;6,7;3;2;1;1;2000;4;0;730;250;0;110;0;50;0;0;10;220;70;560;140;80;150;150;810;110;1440;37;2;0;659,52;2;1;1;0;0;1;1;;40;;40;9,1;4;3;2;2,011172552;1;1;3;10;3;1;0;0;0;0;0;6,122915268;0
225;334;2;6,7;3;2;1;2;2000;6;0;690;140;0;200;0;70;0;0;100;150;90;520;90;50;200;460;660;170;1630;37;2;0;659,52;2;1;1;0;0;1;1;;40;;40;9,1;4;3;2;0,837457534;1;1;3;10;3;1;0;0;0;0;0;6,122915268;0
225;345;2;6,7;2;2;2;1;2001;6;1;540;0;0;90;0;370;0;0;100;340;0;450;0;220;170;770;450;0;1610;33;1;0;659,52;2;1;1;0;1;0;1;;60;;60;5;2;1;1;0,589534808;1;2;3;10;3;0;0;1;0;0;0;688,2064209;392,6097107
225;345;2;6,7;2;2;2;2;2001;1;0;540;580;0;10;0;0;0;0;170;130;10;450;0;0;270;0;1030;140;1440;33;1;0;659,52;2;1;1;0;1;0;1;;60;;60;5;2;1;1;1,475671698;1;2;3;10;3;0;0;1;0;0;0;688,2064209;392,6097107
225;378;2;6,7;6;3;1;1;2000;7;5;920;0;0;30;70;70;80;0;250;20;0;660;140;0;640;190;660;0;1630;56;1;0;659,52;3;0;0;0;0;0;3;;;;;4,1;2;1;1;0,504141951;1;3;1;10;3;0;1;1;0;0;0;209,0256195;0
225;378;2;6,7;6;3;1;2;2000;2;5;740;0;0;170;0;180;30;30;290;0;0;580;440;0;370;50;580;0;1440;56;1;0;659,52;3;0;0;0;0;0;3;;;;;4,1;2;1;1;1,282971995;1;3;1;10;3;0;1;1;0;0;0;209,0256195;0
226;448;1;4,8;1;2;1;1;2000;7;5;700;0;0;440;0;40;0;0;260;0;0;540;0;640;870;60;540;0;2110;26;2;0;88,55;2;2;1;2;0;0;3;;;;;9,1;4;3;2;0,686492034;3;1;2;9;4;1;0;0;0;0;0;455,7123413;0
226;448;1;4,8;1;2;1;2;2000;1;5;660;0;0;580;0;0;0;0;110;90;0;550;0;660;290;30;550;0;1530;26;2;0;88,55;2;2;1;2;0;0;3;;;;;9,1;4;3;2;1,695068565;3;1;2;9;4;1;0;0;0;0;0;455,7123413;0
226;448;1;4,8;1;2;2;1;2000;7;1;710;0;0;460;0;10;0;0;240;20;0;580;0;590;520;10;580;80;1780;33;1;0;88,55;2;2;1;2;0;0;1;;40;;40;7,2;3;2;2;0,755590883;1;2;2;9;4;0;1;1;0;0;0;455,7123413;438,7990723
226;448;1;4,8;1;2;2;2;2000;1;0;530;510;0;80;0;10;0;0;190;120;0;480;160;70;290;0;990;0;1510;33;1;0;88,55;2;2;1;2;0;0;1;;40;;40;7,2;3;2;2;1,867277715;1;2;2;9;4;0;1;1;0;0;0;455,7123413;438,7990723
226;517;2;4,8;3;2;1;1;2000;5;0;650;650;0;0;0;50;0;0;60;10;20;560;0;140;220;10;1210;0;1720;36;1;0;88,55;2;2;1;0;0;1;1;;;;;8,1;4;3;2;1,015017738;1;1;12;9;4;1;0;0;0;0;0;427,3520203;346,4203186
226;517;2;4,8;3;2;1;2;2000;7;1;730;0;0;440;0;70;0;0;80;120;0;520;0;300;920;0;520;0;2040;36;1;0;88,55;2;2;1;0;0;1;1;;;;;8,1;4;3;2;0,42631532;1;1;12;9;4;1;0;0;0;0;0;427,3520203;346,4203186
226;517;2;4,8;3;2;2;1;2000;5;0;610;20;0;480;0;40;10;0;0;230;50;450;190;450;500;360;470;30;2390;34;2;0;88,55;2;2;1;0;0;1;1;;30;;30;7,1;3;2;2;0,937614274;1;1;2;9;4;0;0;0;0;0;0;427,3520203;65
226;517;2;4,8;3;2;2;2;2000;7;1;600;0;0;660;0;90;0;0;0;90;0;520;70;300;540;30;520;310;2070;34;2;0;88,55;2;2;1;0;0;1;1;;30;;30;7,1;3;2;2;0,393726541;1;1;2;9;4;0;0;0;0;0;0;427,3520203;65
226;539;3;4,8;6;3;2;1;2000;4;0;470;630;0;0;0;0;0;0;60;280;0;420;0;0;80;310;1050;0;1440;52;1;0;88,55;2;0;0;0;0;0;1;;50;;50;8,1;4;3;2;1,299631102;1;2;12;9;2;1;0;0;0;0;0;1596,768433;1616,628174
226;595;1;4,8;2;2;2;1;2000;6;1;730;0;0;310;0;40;0;0;210;150;0;590;120;600;530;80;590;0;1920;23;1;0;88,55;2;1;1;0;1;0;1;;37;;37;11,1;5;4;3;0,490275384;1;1;9;9;3;0;0;0;0;0;0;141,0776215;0
227;778;3;4;6;3;2;1;2000;5;0;600;480;0;0;0;160;0;0;40;140;20;460;110;0;360;280;940;0;1690;51;1;0;359,41;3;0;0;0;0;0;1;;43;;43;11,1;5;4;3;1,53712042;1;2;7;9;3;0;0;0;0;0;0;41,47573853;0
227;778;3;4;6;3;2;2;2000;6;0;780;220;0;100;0;10;0;0;270;40;20;670;100;0;430;0;890;20;1440;51;1;0;359,41;3;0;0;0;0;0;1;;43;;43;11,1;5;4;3;0,634658468;1;2;7;9;3;0;0;0;0;0;0;41,47573853;0
227;789;2;4;6;3;1;1;2000;7;1;760;0;0;140;0;120;0;0;380;10;30;650;350;0;440;0;650;0;1440;55;2;0;359,41;2;0;0;0;0;0;1;;37;;37;7,1;3;2;2;0,456275056;1;3;4;9;2;0;1;1;0;0;0;802,3111572;244,8036957
227;789;2;4;6;3;1;2;2000;2;0;660;480;0;100;0;10;0;0;140;40;10;510;150;0;280;20;990;0;1440;55;2;0;359,41;2;0;0;0;0;0;1;;37;;37;7,1;3;2;2;1,160702254;1;3;4;9;2;0;1;1;0;0;0;802,3111572;244,8036957
227;789;2;4;6;3;2;1;2000;7;1;730;0;0;190;0;0;0;0;420;100;0;620;210;0;580;0;620;30;1440;54;1;0;359,41;2;0;0;0;0;0;1;;45;;45;9,1;4;3;2;0,493387948;1;2;4;9;2;1;0;0;0;0;0;802,3111572;577,3671875
227;789;2;4;6;3;2;2;2000;2;0;640;590;0;90;0;0;0;0;80;40;0;520;50;0;270;10;1110;0;1440;54;1;0;359,41;2;0;0;0;0;0;1;;45;;45;9,1;4;3;2;1,254378427;1;2;4;9;2;1;0;0;0;0;0;802,3111572;577,3671875
227;803;2;4;3;2;1;1;2000;6;1;550;0;0;400;0;120;0;20;290;60;0;500;80;680;70;460;500;0;1790;39;1;0;359,41;2;1;1;0;0;1;1;;50;;50;3,2;1,2;1;1;0,505294822;1;1;1;9;3;0;0;1;0;0;0;1085,622803;623,5565796
227;803;2;4;3;2;1;2;2000;2;0;550;640;0;30;0;40;0;0;140;40;0;480;40;280;0;0;1120;0;1440;39;1;0;359,41;2;1;1;0;0;1;1;;50;;50;3,2;1,2;1;1;1,302340693;1;1;1;9;3;0;0;1;0;0;0;1085,622803;623,5565796
228;31;1;8,1;6;3;1;1;2000;3;5;740;0;0;220;0;10;0;0;470;0;0;560;420;0;460;0;560;0;1440;63;1;0;352,44;2;0;0;0;0;0;3;;;;;9,1;4;3;2;1,771209499;1;3;3;10;2;1;0;0;0;0;0;226,2108154;0
228;31;1;8,1;6;3;1;2;2000;6;5;990;0;0;60;0;230;0;0;120;40;0;570;0;0;420;460;570;0;1450;63;1;0;352,44;2;0;0;0;0;0;3;;;;;9,1;4;3;2;0,726998344;1;3;3;10;2;1;0;0;0;0;0;226,2108154;0
228;31;1;8,1;6;3;2;1;2000;3;5;720;0;0;90;0;50;240;0;250;90;0;450;50;0;430;450;450;80;1460;63;2;0;352,44;2;0;0;0;0;0;3;;;;;14,1;8;6;4;1,650851061;1;2;12;10;2;0;0;0;0;0;0;226,2108154;0
228;31;1;8,1;6;3;2;2;2000;6;5;810;0;0;80;0;280;0;0;90;40;140;520;0;0;480;440;520;10;1450;63;2;0;352,44;2;0;0;0;0;0;3;;;;;14,1;8;6;4;;1;2;12;10;2;0;0;0;0;0;0;226,2108154;0
228;42;1;8,1;6;3;1;1;2000;4;0;550;490;0;70;20;40;0;0;180;80;10;450;10;0;30;100;940;360;1440;55;2;0;352,44;2;0;0;0;0;0;1;;27;;27;12,1;6;5;3;1,585798672;1;1;12;10;2;0;0;0;1;0;0;359,2134094;100
228;42;1;8,1;6;3;2;1;2000;4;0;630;470;0;90;0;0;0;0;230;20;0;560;30;0;0;80;1030;300;1440;57;1;0;352,44;2;0;0;0;0;0;1;;37;;37;11,2;5;4;3;1,693417198;1;3;12;10;2;0;0;0;0;0;0;359,2134094;250
228;53;1;8,1;6;3;1;1;2000;7;1;760;0;0;200;0;190;0;0;140;150;0;670;10;0;570;0;670;190;1440;32;2;0;352,44;2;0;0;0;0;0;1;;40;;40;3,1;1,2;1;1;0,740062508;1;2;12;10;2;0;0;1;0;0;0;-24,63853073;0
228;53;1;8,1;6;3;1;2;2000;1;0;580;480;0;130;0;10;0;0;110;130;0;530;130;0;300;0;1010;0;1440;32;2;0;352,44;2;0;0;0;0;0;1;;40;;40;3,1;1,2;1;1;1,827220597;1;2;12;10;2;0;0;1;0;0;0;-24,63853073;0
228;53;1;8,1;6;3;2;1;2000;7;1;740;0;0;180;0;190;0;0;190;140;0;670;0;0;490;220;670;280;1660;28;1;0;352,44;2;0;0;0;0;0;1;;16;;16;13,3;7;5;3;0,808016831;1;2;12;10;2;0;0;0;1;1;0;-24,63853073;0
